2.692939244663382706e-02,2.660098522167487697e-02,2.840722495894909549e-02,2.807881773399014888e-02,2.282430213464696142e-02,2.364532019704433663e-02,2.873563218390804558e-02,2.561576354679803019e-02,2.397372742200328324e-02,2.282430213464696142e-02,2.380952380952380820e-02,2.430213464696223333e-02,2.019704433497537116e-02,2.101806239737274290e-02,2.019704433497537116e-02,2.151067323481116456e-02,1.658456486042693065e-02,1.954022988505747099e-02,2.118226600985221794e-02,2.134646962233169298e-02,1.855500821018062421e-02,1.806239737274219909e-02,1.773399014778325247e-02,1.773399014778325247e-02,1.937602627257799595e-02,1.904761904761904934e-02,2.052545155993431777e-02,1.871921182266009925e-02,1.658456486042693065e-02,1.921182266009852091e-02,2.068965517241379282e-02,1.871921182266009925e-02,1.822660098522167413e-02,1.756978653530377743e-02,1.756978653530377743e-02,1.789819376026272751e-02,1.707717569786535231e-02,1.395730706075533692e-02,1.543513957307060709e-02,1.494252873563218370e-02,1.658456486042693065e-02,2.233169129720853976e-02,2.249589490968801481e-02,2.052545155993431777e-02,2.200328407224958968e-02,2.413793103448275829e-02,2.052545155993431777e-02,2.643678160919540193e-02,1.017257799671592799e+01,6.507977700033932500e+00,7.087500000000000000e+01,3.938729966626298307e+01,5.600000000000000000e+01,1.357116329216814687e+00
2.621964324091983697e-02,2.600472813238770622e-02,2.836879432624113406e-02,2.793896410917687603e-02,2.278100150440575886e-02,2.686438856651622575e-02,2.600472813238770622e-02,2.643455834945196772e-02,2.299591661293788961e-02,2.321083172147002036e-02,2.664947345798409500e-02,2.235117128734150083e-02,2.192134107027723933e-02,2.127659574468085055e-02,1.955727487642381149e-02,2.170642596174511205e-02,1.633354824844186412e-02,1.998710509348807299e-02,1.912744465935955346e-02,2.127659574468085055e-02,1.934235976789168421e-02,1.783795400816677243e-02,1.719320868257038365e-02,1.568880292284547534e-02,2.063185041908446177e-02,1.826778422523103393e-02,1.955727487642381149e-02,1.869761444229529196e-02,1.590371803137760609e-02,2.084676552761659252e-02,2.106168063614871980e-02,1.805286911669890318e-02,1.869761444229529196e-02,1.676337846550612562e-02,2.106168063614871980e-02,1.504405759724908656e-02,1.783795400816677243e-02,1.375456694605630727e-02,1.590371803137760609e-02,1.633354824844186412e-02,1.869761444229529196e-02,2.106168063614871980e-02,2.063185041908446177e-02,1.977218998495594224e-02,2.213625617880937008e-02,2.407049215559853989e-02,2.278100150440575886e-02,2.535998280679131744e-02,1.018676122931442052e+01,6.555796623407715629e+00,8.368867924528302638e+01,4.248226338166543314e+01,4.800000000000000000e+01,4.210473607861620060e-02
3.045912653975364065e-02,2.844344904815229724e-02,2.665173572228443297e-02,2.911534154535274505e-02,2.374020156774915916e-02,2.329227323628219395e-02,3.023516237402015805e-02,2.329227323628219395e-02,2.329227323628219395e-02,2.082866741321388535e-02,2.553191489361701996e-02,2.597984322508398516e-02,2.082866741321388535e-02,2.284434490481522875e-02,2.127659574468085055e-02,1.791713325867861153e-02,1.702127659574468113e-02,1.590145576707726813e-02,2.082866741321388535e-02,2.127659574468085055e-02,1.769316909294512893e-02,1.769316909294512893e-02,1.769316909294512893e-02,1.702127659574468113e-02,2.105263157894736795e-02,1.590145576707726813e-02,2.172452407614781575e-02,2.127659574468085055e-02,1.769316909294512893e-02,2.015677491601343754e-02,2.105263157894736795e-02,1.679731243001119853e-02,1.634938409854423333e-02,1.769316909294512893e-02,1.836506159014557674e-02,1.746920492721164633e-02,1.545352743561030293e-02,1.254199328107502738e-02,1.388577827547592299e-02,1.612541993281075073e-02,1.702127659574468113e-02,2.329227323628219395e-02,2.150055991041433315e-02,1.993281075027995494e-02,2.597984322508398516e-02,2.351623740201567656e-02,2.038073908174692014e-02,2.597984322508398516e-02,1.019126539753639449e+01,6.475081660400129557e+00,8.088990825688073016e+01,3.878648668715519676e+01,4.200000000000000000e+01,1.587238130949236936e+00
3.071948261924009604e-02,2.155753166262463008e-02,2.667744543249797942e-02,2.694691457828078673e-02,2.398275397466989936e-02,2.559956884936674670e-02,2.829426030719482676e-02,2.667744543249797942e-02,2.344381568310428474e-02,2.506063055780113208e-02,2.344381568310428474e-02,2.586903799514955402e-02,1.859337105901374271e-02,2.047965507949339736e-02,1.913230935057935733e-02,2.182700080840743739e-02,1.994071678792778274e-02,1.913230935057935733e-02,1.913230935057935733e-02,2.128806251684182277e-02,1.967124764214497543e-02,1.967124764214497543e-02,1.805443276744812808e-02,1.670708703853408805e-02,1.859337105901374271e-02,1.940177849636216811e-02,1.670708703853408805e-02,1.697655618431689536e-02,1.535974130962004802e-02,2.047965507949339736e-02,2.128806251684182277e-02,1.670708703853408805e-02,1.455133387227162435e-02,1.832390191323093540e-02,1.859337105901374271e-02,1.778496362166532077e-02,1.859337105901374271e-02,1.401239558070600973e-02,1.535974130962004802e-02,1.967124764214497543e-02,1.913230935057935733e-02,2.128806251684182277e-02,2.209646995419024471e-02,2.074912422527620467e-02,2.263540824575585933e-02,2.344381568310428474e-02,1.940177849636216811e-02,2.694691457828078673e-02,1.022096469954190212e+01,6.518494216564777233e+00,7.396551724137931672e+01,3.830772206174686545e+01,5.400000000000000000e+01,7.048779084339169554e-01
2.547770700636942803e-02,2.645761881430671106e-02,2.939735423811857054e-02,3.086722195002449681e-02,2.204801567858892530e-02,2.743753062224399755e-02,2.988731014208721379e-02,2.351788339049485504e-02,2.155805977462028553e-02,2.155805977462028553e-02,2.792748652621264080e-02,2.498775110240078479e-02,1.959823615874571254e-02,2.449779519843214154e-02,1.910828025477706929e-02,2.106810387065164228e-02,1.469867711905928527e-02,1.763841254287114302e-02,2.498775110240078479e-02,1.910828025477706929e-02,1.371876531112199878e-02,1.714845663890249977e-02,1.518863302302792678e-02,2.106810387065164228e-02,2.008819206271435578e-02,1.567858892699657003e-02,1.910828025477706929e-02,2.008819206271435578e-02,1.371876531112199878e-02,2.008819206271435578e-02,2.253797158255756855e-02,1.665850073493385652e-02,1.714845663890249977e-02,1.714845663890249977e-02,2.106810387065164228e-02,1.714845663890249977e-02,1.224889759921607077e-02,9.799118079372856269e-03,1.322880940715335553e-02,2.106810387065164228e-02,1.763841254287114302e-02,2.449779519843214154e-02,2.057814796668299903e-02,2.008819206271435578e-02,2.890739833414992729e-02,2.008819206271435578e-02,2.008819206271435578e-02,3.233708966193042655e-02,1.018765311121999062e+01,6.300514255144594955e+00,8.575000000000000000e+01,4.036033610822921247e+01,3.200000000000000000e+01,1.394961041006604674e+00
2.901292967518133079e-02,2.649006622516556289e-02,2.885525070955534399e-02,2.948596657205928770e-02,2.239041311888994093e-02,2.570167139703563586e-02,2.806685588142541696e-02,2.491327656890570882e-02,2.175969725638599722e-02,2.396720277514979500e-02,2.302112898139388117e-02,2.664774519079154969e-02,2.081362346263008686e-02,2.223273415326395414e-02,1.986754966887417304e-02,1.876379690949227241e-02,1.766004415011037526e-02,1.939451277199621612e-02,1.955219173762220292e-02,2.144433932513402710e-02,1.734468621885840514e-02,1.781772311573636206e-02,1.702932828760643502e-02,1.687164932198044823e-02,1.829076001261431897e-02,1.797540208136234538e-02,2.065594449700410007e-02,1.939451277199621612e-02,1.766004415011037526e-02,1.955219173762220292e-02,2.160201829076001390e-02,1.797540208136234538e-02,1.655629139072847811e-02,1.718700725323241835e-02,1.907915484074424600e-02,1.813308104698833217e-02,1.592557552822453440e-02,1.450646483759066539e-02,1.561021759697256428e-02,1.608325449385052119e-02,1.766004415011037526e-02,2.317880794701986796e-02,2.112898139388205698e-02,2.049826553137811327e-02,2.239041311888994093e-02,2.491327656890570882e-02,2.065594449700410007e-02,2.428256070640176512e-02,1.014932198044780876e+01,6.534366471282850419e+00,6.669127516778523557e+01,3.855892367556753442e+01,6.100000000000000000e+01,1.751868944854093613e+00
2.975326560232220696e-02,2.830188679245283084e-02,3.047895500725689502e-02,2.975326560232220696e-02,2.031930333817126219e-02,2.249637155297532637e-02,2.249637155297532637e-02,2.177068214804063831e-02,2.394775036284470249e-02,2.539912917271407861e-02,2.031930333817126219e-02,2.685050798258345472e-02,2.539912917271407861e-02,2.322206095791001443e-02,2.177068214804063831e-02,1.741654571843250995e-02,2.104499274310595025e-02,2.031930333817126219e-02,2.322206095791001443e-02,2.249637155297532637e-02,1.596516690856313384e-02,1.378809869375907139e-02,1.886792452830188607e-02,1.741654571843250995e-02,1.886792452830188607e-02,1.886792452830188607e-02,1.523947750362844751e-02,2.031930333817126219e-02,1.886792452830188607e-02,1.523947750362844751e-02,2.177068214804063831e-02,1.886792452830188607e-02,1.959361393323657413e-02,1.161103047895500721e-02,2.685050798258345472e-02,1.669085631349782189e-02,2.031930333817126219e-02,1.088534107402031915e-02,1.015965166908563110e-02,8.708272859216254977e-03,1.741654571843250995e-02,3.047895500725689502e-02,2.467343976777939055e-02,2.031930333817126219e-02,1.959361393323657413e-02,2.902757619738751890e-02,1.814223512336719801e-02,2.467343976777939055e-02,1.015747460087082743e+01,6.532452872173882596e+00,7.618750000000000000e+01,4.329869909997297128e+01,5.300000000000000000e+01,1.684275063347557611e+00
2.927981109799291520e-02,2.975206611570247947e-02,2.880755608028335440e-02,2.951593860684769907e-02,2.361275088547815787e-02,2.384887839433293827e-02,3.069657615112160454e-02,2.361275088547815787e-02,2.502951593860684720e-02,2.526564344746162760e-02,2.290436835891381320e-02,2.479338842975206680e-02,1.959858323494687027e-02,2.195985832349468814e-02,1.959858323494687027e-02,2.101534828807555960e-02,1.676505312868949160e-02,2.054309327036599880e-02,2.101534828807555960e-02,2.077922077922077920e-02,1.770956316410862014e-02,1.794569067296340054e-02,1.629279811097993080e-02,1.676505312868949160e-02,1.983471074380165414e-02,1.700118063754427547e-02,1.818181818181818094e-02,1.983471074380165414e-02,1.487603305785123974e-02,1.794569067296340054e-02,2.101534828807555960e-02,1.723730814639905587e-02,1.605667060212514693e-02,1.558441558441558440e-02,1.912632821723730947e-02,1.605667060212514693e-02,1.676505312868949160e-02,1.345926800472255040e-02,1.700118063754427547e-02,1.275088547815820574e-02,1.629279811097993080e-02,2.337662337662337747e-02,2.195985832349468814e-02,2.195985832349468814e-02,2.455726092089728294e-02,2.502951593860684720e-02,2.101534828807555960e-02,2.597402597402597574e-02,1.020401416765053071e+01,6.475508796711864967e+00,8.279207920792079278e+01,3.934521416710185093e+01,4.300000000000000000e+01,1.947016351213255447e+00
3.954802259887005983e-02,3.954802259887005983e-02,2.542372881355932368e-02,2.824858757062146883e-02,1.694915254237288130e-02,1.412429378531073441e-02,2.542372881355932368e-02,2.259887005649717506e-02,3.389830508474576259e-02,1.412429378531073441e-02,1.129943502824858753e-02,3.389830508474576259e-02,2.259887005649717506e-02,8.474576271186440649e-03,1.412429378531073441e-02,5.649717514124293766e-03,2.824858757062146883e-02,2.259887005649717506e-02,3.389830508474576259e-02,2.259887005649717506e-02,8.474576271186440649e-03,2.259887005649717506e-02,1.977401129943502991e-02,1.694915254237288130e-02,1.694915254237288130e-02,8.474576271186440649e-03,2.259887005649717506e-02,2.824858757062146883e-02,1.412429378531073441e-02,2.542372881355932368e-02,2.259887005649717506e-02,2.542372881355932368e-02,1.129943502824858753e-02,0.000000000000000000e+00,2.542372881355932368e-02,8.474576271186440649e-03,8.474576271186440649e-03,1.412429378531073441e-02,5.649717514124293766e-03,1.977401129943502991e-02,2.824858757062146883e-02,3.389830508474576259e-02,1.977401129943502991e-02,3.107344632768361745e-02,2.259887005649717506e-02,3.389830508474576259e-02,2.259887005649717506e-02,1.977401129943502991e-02,9.742937853107344282e+00,6.358061162592171911e+00,7.600000000000000000e+01,3.146426544510454804e+01,4.200000000000000000e+01,1.368325353817731349e+00
3.313840155945418919e-02,2.777777777777777624e-02,3.021442495126705485e-02,2.680311890838206479e-02,2.144249512670565183e-02,1.998050682261208466e-02,2.777777777777777624e-02,2.485380116959064190e-02,1.949317738791422894e-02,1.656920077972709460e-02,2.485380116959064190e-02,2.290448343079921900e-02,2.436647173489278617e-02,2.436647173489278617e-02,1.949317738791422894e-02,2.339181286549707472e-02,1.608187134502923887e-02,2.192982456140350755e-02,2.144249512670565183e-02,2.095516569200779611e-02,1.900584795321637321e-02,1.510721247563352743e-02,2.192982456140350755e-02,1.851851851851851749e-02,1.949317738791422894e-02,1.900584795321637321e-02,2.387914230019493045e-02,2.144249512670565183e-02,1.803118908382066177e-02,2.095516569200779611e-02,2.290448343079921900e-02,1.705653021442495032e-02,1.218323586744639309e-02,2.095516569200779611e-02,1.705653021442495032e-02,1.559454191033138315e-02,1.851851851851851749e-02,1.267056530214424881e-02,1.510721247563352743e-02,1.461988304093567170e-02,1.510721247563352743e-02,2.387914230019493045e-02,2.192982456140350755e-02,1.413255360623781598e-02,2.290448343079921900e-02,2.290448343079921900e-02,1.705653021442495032e-02,3.021442495126705485e-02,1.015692007797270868e+01,6.397713976304195249e+00,8.525000000000000000e+01,3.673469068877537325e+01,4.300000000000000000e+01,9.761533289197994456e-01
