2.958093672966310636e-02,2.711585866885784721e-02,2.629416598192275967e-02,2.875924404272801882e-02,1.766639276910435610e-02,2.588331963845521763e-02,3.040262941659819390e-02,2.423993426458504602e-02,2.013147082990961526e-02,2.136400986031224483e-02,2.341824157764995848e-02,2.382908792111750051e-02,2.095316351684469933e-02,2.218570254724732890e-02,2.054231717337715729e-02,2.259654889071487094e-02,1.972062448644206975e-02,1.684470008216926856e-02,1.972062448644206975e-02,2.095316351684469933e-02,1.930977814297452771e-02,1.355792933442892360e-02,1.684470008216926856e-02,1.643385373870172653e-02,1.684470008216926856e-02,1.355792933442892360e-02,2.382908792111750051e-02,1.807723911257189814e-02,1.972062448644206975e-02,2.382908792111750051e-02,2.259654889071487094e-02,2.013147082990961526e-02,1.396877567789646737e-02,1.807723911257189814e-02,2.218570254724732890e-02,1.889893179950698568e-02,1.479046836483155318e-02,1.561216105176663899e-02,1.561216105176663899e-02,1.807723911257189814e-02,1.684470008216926856e-02,2.341824157764995848e-02,1.972062448644206975e-02,2.013147082990961526e-02,2.793755135579293475e-02,2.177485620377978687e-02,1.889893179950698568e-02,2.711585866885784721e-02,1.002999178307313066e+01,6.417264434815879603e+00,8.789655172413793593e+01,3.730798641280924244e+01,3.800000000000000000e+01,8.773616205487628772e-01,8.538798522172665884e-01,9.958766634692746145e-01,1.142643426467442325e+00,2.429380384099122381e-04,1.970274764317577754e+00,1.315376457550111233e+00,1.707152376207230926e+00,5.347896387551149822e-01,2.826449942239681601e-01,1.231893232128318694e+00,1.800827557194208506e+00,6.821261646251839394e-01,2.660258733520182162e-01,1.045752001522628039e+00,4.316591599618129216e-01,1.953577890813684048e+00,6.791321718621796677e-01,1.523459177185794156e+00,1.178577382966026654e+00,4.111462524268574281e-01,9.690600977809105121e-01,1.715740098609415787e+00,2.299089330310088997e-01,1.124899767834780739e+00,8.461064401562379267e-01
3.188848577429826553e-02,2.520527019285850531e-02,2.768760740882184393e-02,3.055184265801031210e-02,2.253198396028260539e-02,2.425052510979568490e-02,2.768760740882184393e-02,2.348672904334542580e-02,2.329578002673286102e-02,2.176818789383234629e-02,2.405957609318312013e-02,2.673286232575902352e-02,1.852205461141875203e-02,2.100439182738209065e-02,2.081344281076952588e-02,1.890395264464388159e-02,1.680351346190567252e-02,1.909490166125644289e-02,2.081344281076952588e-02,2.253198396028260539e-02,1.661256444529310775e-02,1.833110559480618726e-02,1.814015657819362248e-02,1.489402329578002650e-02,1.833110559480618726e-02,1.833110559480618726e-02,1.871300362803131681e-02,1.737636051174336338e-02,1.565781936223028387e-02,1.985869772770670200e-02,2.081344281076952588e-02,1.871300362803131681e-02,1.833110559480618726e-02,1.642161542868054297e-02,1.985869772770670200e-02,1.680351346190567252e-02,1.661256444529310775e-02,1.451212526255489868e-02,1.623066641206797819e-02,1.642161542868054297e-02,1.852205461141875203e-02,2.386862707657055535e-02,2.176818789383234629e-02,2.024059576093183155e-02,2.386862707657055535e-02,2.558716822608363486e-02,2.100439182738209065e-02,2.654191330914645874e-02,1.020202405957609315e+01,6.509302609795578398e+00,8.969047619047618980e+01,3.741179346475431089e+01,3.500000000000000000e+01,6.751423455428282594e-01,1.168486208607459886e-01,3.655679256226154195e-01,1.284347540956445100e+00,6.422631117055699335e-02,4.662257458931384768e-01,9.139443758447143296e-01,3.583758139811628052e-01,1.571764375757135790e+00,1.107521340228984519e+00,1.050757566945834665e-01,1.209989417935886546e+00,5.214738077617837586e-01,3.612520865676696058e-01,5.215772927935047321e-02,1.728595828115180533e+00,1.211143206627251390e+00,1.097567702007381074e+00,9.066311477159645360e-01,1.217250430263836281e+00,1.764512635245230721e+00,4.340267346025932227e-01,1.888084602100724707e+00,1.066219166656584338e+00,1.610523971923587983e+00,1.375562234073221424e+00
2.852875280059746083e-02,2.628827483196415071e-02,2.793129200896191100e-02,2.897684839432412146e-02,2.330097087378640852e-02,2.330097087378640852e-02,2.912621359223301065e-02,2.434652725914861898e-02,2.210604929051530887e-02,2.285287528005974442e-02,2.419716206123972979e-02,2.509335324869305453e-02,2.031366691560866286e-02,2.180731889469753396e-02,2.001493651979088795e-02,1.896938013442867749e-02,1.792382374906646703e-02,1.986557132188200223e-02,2.091112770724421269e-02,2.031366691560866286e-02,1.867064973861090257e-02,1.837191934279312766e-02,1.852128454070201685e-02,1.643017176997759593e-02,1.941747572815533812e-02,1.822255414488424194e-02,2.031366691560866286e-02,1.971620612397311303e-02,1.717699775952203148e-02,1.986557132188200223e-02,2.150858849887976251e-02,1.822255414488424194e-02,1.643017176997759593e-02,1.643017176997759593e-02,1.926811053024645240e-02,1.852128454070201685e-02,1.568334578043316038e-02,1.374159820761762518e-02,1.448842419716206073e-02,1.553398058252427119e-02,1.792382374906646703e-02,2.315160567587751933e-02,2.106049290515309841e-02,1.986557132188200223e-02,2.345033607169529424e-02,2.539208364451082944e-02,2.106049290515309841e-02,2.539208364451082944e-02,1.014742345033607229e+01,6.505859623645442014e+00,8.553125000000000000e+01,3.820224500520224353e+01,4.000000000000000000e+01,8.894468095405896335e-01,1.449144414662367319e+00,5.586991461001695747e-01,1.059898905413716452e-01,8.222298572305546394e-01,8.253831105388556022e-01,9.410430451026201570e-01,4.054007463949789170e-01,1.344937658071557518e+00,1.657682518965708507e-01,9.401420047323771900e-01,1.840638901041149689e+00,5.736068403791569903e-01,1.132734067192404659e+00,5.446845476363610938e-01,7.372275891555470917e-01,3.589564265674101140e-01,1.593653415562046094e+00,1.160630186905792005e+00,7.386486765597570781e-01,7.862398877910139472e-01,1.969211932687835231e+00,3.824815193451902573e-03,7.578253406008599313e-01,1.018106278097576034e+00,1.954700003548059284e+00
2.783018867924528378e-02,2.641509433962264258e-02,2.783018867924528378e-02,2.783018867924528378e-02,1.698113207547169781e-02,2.405660377358490726e-02,3.301886792452830149e-02,3.066037735849056617e-02,2.311320754716980966e-02,2.122641509433962140e-02,2.500000000000000139e-02,2.452830188679245432e-02,1.792452830188679194e-02,2.169811320754716846e-02,2.122641509433962140e-02,2.122641509433962140e-02,2.075471698113207433e-02,2.216981132075471553e-02,2.075471698113207433e-02,1.981132075471698020e-02,1.367924528301886836e-02,2.169811320754716846e-02,2.075471698113207433e-02,1.650943396226415075e-02,2.028301886792452727e-02,1.839622641509433901e-02,1.792452830188679194e-02,1.933962264150943314e-02,2.028301886792452727e-02,2.264150943396226259e-02,1.933962264150943314e-02,1.367924528301886836e-02,1.415094339622641542e-02,1.509433962264150955e-02,1.933962264150943314e-02,1.603773584905660368e-02,1.603773584905660368e-02,1.603773584905660368e-02,1.462264150943396249e-02,1.415094339622641542e-02,1.886792452830188607e-02,2.547169811320754845e-02,1.650943396226415075e-02,1.792452830188679194e-02,2.075471698113207433e-02,2.971698113207547204e-02,1.839622641509433901e-02,2.830188679245283084e-02,1.021745283018867845e+01,6.484925079982560625e+00,8.479591836734692833e+01,4.183689397679982136e+01,4.500000000000000000e+01,1.617195768778061371e+00,3.468520252866782450e-01,1.405564793342611196e+00,1.271217567574443041e-01,4.027371493764211330e-01,1.691530160289191675e+00,4.881303145706701319e-01,1.239780860922711891e+00,6.869144695821152169e-01,4.313564805298302218e-01,1.899262380033819753e+00,1.812571249511939930e+00,1.307154523029262938e+00,8.472996594408039872e-01,2.377309025151808086e-02,1.300789060098825889e+00,1.899411036713990031e+00,1.610007216931233165e+00,5.572936096944129947e-01,7.038682652303474008e-01,9.650782507845283575e-01,9.451390796902712221e-01,1.746401684867002757e+00,8.044900734467452796e-01,5.588440631682862758e-01,1.853223244454907936e+00
3.031301482701812336e-02,2.207578253706754534e-02,2.965403624382207531e-02,2.734761120263591583e-02,2.833607907742998269e-02,2.602965403624382321e-02,3.163097199341021598e-02,2.965403624382207531e-02,2.207578253706754534e-02,2.471169686985173058e-02,2.504118616144975287e-02,2.075782537067545272e-02,2.075782537067545272e-02,2.141680395387150077e-02,2.075782537067545272e-02,2.141680395387150077e-02,1.680395387149917485e-02,2.240527182866556763e-02,1.943986820428336010e-02,2.141680395387150077e-02,1.746293245469522290e-02,2.042833607907743043e-02,1.878088962108731552e-02,1.350906095551894504e-02,2.207578253706754534e-02,1.581548599670510799e-02,1.812191103789126748e-02,1.548599670510708397e-02,1.581548599670510799e-02,2.009884678747940814e-02,1.911037891268533781e-02,1.614497528830313028e-02,1.647446457990115257e-02,1.515650741350906168e-02,2.042833607907743043e-02,1.647446457990115257e-02,1.515650741350906168e-02,1.416803953871499135e-02,1.548599670510708397e-02,1.581548599670510799e-02,2.042833607907743043e-02,2.042833607907743043e-02,2.042833607907743043e-02,2.141680395387150077e-02,2.141680395387150077e-02,2.372322899505766025e-02,1.878088962108731552e-02,2.932454695222405303e-02,1.013146622734761060e+01,6.577736397303127092e+00,7.145833333333332860e+01,3.977015125135376650e+01,5.500000000000000000e+01,1.993095728255822596e+00,3.570719596632256909e-01,3.818860975818498815e-01,1.728829200837562308e+00,4.326636712207416746e-01,1.122888909740600294e+00,1.749014594991870064e+00,5.520698787908424610e-01,1.287549895785104814e+00,2.004054994315951355e-02,8.916724414812104982e-02,6.186270720040647486e-01,1.622601905256192412e+00,1.730316023594954400e+00,8.451216752194734561e-01,7.403723988359454111e-01,8.852281586843537831e-01,1.297573043154740535e-01,1.112820585768238724e+00,1.393854015639005128e+00,1.346461115692629829e+00,2.983224754308397841e-01,1.480255836888551002e+00,9.577027133970847927e-01,8.069460854980310405e-01,1.248126122568723018e+00
2.623584645125656006e-02,2.734051367025683646e-02,2.568351284175642013e-02,3.175918254625793857e-02,2.485501242750621370e-02,2.540734603700635016e-02,2.568351284175642013e-02,2.292184479425573088e-02,2.595967964650649010e-02,2.126484396575531455e-02,2.734051367025683646e-02,2.430267881800607724e-02,2.347417840375586734e-02,2.126484396575531455e-02,2.016017674675504162e-02,1.822700911350455533e-02,2.043634355150510812e-02,1.877934272300469526e-02,1.877934272300469526e-02,2.181717757525545448e-02,2.098867716100524805e-02,1.739850869925434890e-02,1.546534106600386607e-02,1.601767467550400600e-02,1.905550952775476523e-02,1.739850869925434890e-02,2.264567798950566091e-02,1.877934272300469526e-02,1.601767467550400600e-02,2.071251035625517808e-02,1.795084230875448883e-02,1.877934272300469526e-02,1.822700911350455533e-02,1.657000828500414247e-02,2.098867716100524805e-02,1.712234189450427893e-02,1.822700911350455533e-02,1.325600662800331328e-02,1.684617508975421243e-02,1.132283899475283045e-02,1.712234189450427893e-02,2.016017674675504162e-02,2.375034520850593731e-02,1.905550952775476523e-02,2.292184479425573088e-02,2.319801159900580084e-02,2.236951118475559094e-02,2.595967964650649010e-02,1.014167357083678489e+01,6.441744679729150214e+00,7.286206896551723844e+01,4.054178273637605656e+01,5.200000000000000000e+01,1.074201572446823905e+00,1.968165112964838537e+00,1.842413905836113308e-01,1.598214304094966121e+00,2.173381854961515813e-01,5.648299032074988180e-01,1.795657173347534608e+00,1.580233571667579495e+00,4.575475774670583196e-01,1.323900819330907641e-01,1.178799952458603251e+00,1.060648313412580812e+00,1.767643147662097736e+00,1.093069664013786912e+00,5.371301254056903840e-01,7.844490109960389201e-01,1.871926031201429863e+00,1.568969459700850333e+00,8.736566515894061968e-01,6.275878876019498342e-01,3.986344275740147935e-01,6.970538460065232034e-01,4.589785167450481929e-01,1.317803894804696840e+00,1.842596056938093474e+00,6.280166269661342504e-01
2.325581395348837177e-02,2.456600065509335212e-02,3.078938748771700012e-02,2.915165411071077642e-02,2.260072060268588159e-02,2.685882738290206254e-02,3.144448083851948683e-02,2.292826727808712842e-02,2.292826727808712842e-02,2.358336062888961512e-02,3.078938748771700012e-02,2.260072060268588159e-02,2.292826727808712842e-02,1.801506714706845730e-02,2.194562725188339489e-02,1.899770717327219083e-02,1.899770717327219083e-02,1.867016049787094747e-02,2.358336062888961512e-02,2.194562725188339489e-02,1.867016049787094747e-02,2.129053390108090471e-02,1.637733377006223359e-02,1.244677366524729774e-02,1.998034719947592436e-02,1.735997379626596712e-02,1.998034719947592436e-02,1.932525384867343765e-02,1.375696036685227636e-02,2.227317392728463824e-02,1.998034719947592436e-02,1.768752047166721394e-02,1.572224041925974342e-02,1.867016049787094747e-02,1.932525384867343765e-02,1.768752047166721394e-02,1.506714706845725497e-02,1.932525384867343765e-02,1.670488044546347695e-02,1.506714706845725497e-02,1.735997379626596712e-02,2.129053390108090471e-02,2.030789387487717118e-02,1.834261382246970065e-02,2.292826727808712842e-02,2.194562725188339489e-02,1.965280052407468100e-02,2.489354733049459548e-02,1.023354077956108732e+01,6.559709418137875225e+00,9.500000000000000000e+01,3.889422275068987034e+01,3.400000000000000000e+01,1.588900609491477711e+00,1.945417599268820075e+00,1.674227439507779636e+00,2.289271558879362178e-01,1.618038991596184362e+00,1.387881988390196719e+00,1.443491198495100880e+00,1.264735020778558816e+00,5.230839759253071986e-01,1.273255294417969141e+00,4.103587377290642824e-01,1.967314859467830468e+00,7.370081659084248837e-01,1.149635567857238749e+00,5.506194304182492338e-01,1.295066285218191560e-01,7.588477993873681271e-01,1.073767270417125275e-02,9.676088527946942186e-01,5.353343460475954441e-01,1.317547426813597822e+00,3.144379303435720363e-01,1.987500088832497847e+00,9.920051722158347296e-01,1.976794196719217300e+00,1.237665221475017230e-01
3.097345132743362789e-02,2.042205582028591010e-02,2.961198093941456652e-02,2.688904016337644726e-02,2.382573179033356178e-02,1.906058543226684873e-02,3.029271613342409894e-02,2.654867256637168105e-02,1.906058543226684873e-02,2.518720217835261968e-02,2.246426140231450042e-02,2.484683458134785694e-02,1.497617426820966637e-02,1.940095302927161494e-02,1.735874744724302116e-02,1.974132062627637768e-02,1.701837985023825842e-02,1.974132062627637768e-02,1.974132062627637768e-02,2.620830496936691484e-02,1.633764465622872600e-02,1.837985023825731631e-02,1.940095302927161494e-02,1.361470388019060500e-02,1.701837985023825842e-02,1.735874744724302116e-02,1.633764465622872600e-02,1.667801225323349221e-02,1.633764465622872600e-02,2.348536419332879557e-02,2.280462899931926316e-02,2.008168822328114389e-02,1.599727705922396326e-02,1.837985023825731631e-02,1.735874744724302116e-02,2.076242341729067284e-02,1.940095302927161494e-02,1.497617426820966637e-02,1.803948264125255357e-02,1.327433628318584052e-02,1.940095302927161494e-02,2.620830496936691484e-02,2.246426140231450042e-02,2.314499659632402936e-02,2.518720217835261968e-02,2.586793737236215210e-02,2.042205582028591010e-02,2.791014295439074241e-02,1.018481960517358687e+01,6.495182584540826198e+00,7.397368421052631504e+01,3.901989158183517503e+01,4.200000000000000000e+01,9.325010009299992131e-01,2.567561626654546458e-02,1.452731871889980431e+00,1.952679672804327637e+00,1.828837786659995857e+00,1.017589421199895927e-01,1.463571199929382560e+00,1.282586168470103871e+00,5.709515079997293796e-01,1.603084850103561720e+00,1.094994160704051422e+00,8.339566824423156888e-01,1.417774219449757345e+00,1.371022337597253227e+00,1.864801873359128948e+00,1.505566137979528207e+00,1.649584642932511391e+00,1.958475089050690787e-01,8.261014297641524617e-01,2.873708151810316913e-02,8.757246164376826236e-01,1.967422581211919486e-01,7.258898397838600136e-01,3.008522456009103951e-01,9.457296314579448637e-01,6.168389719209277366e-01
3.608247422680412042e-02,2.061855670103092744e-02,2.577319587628865843e-02,3.092783505154639290e-02,3.092783505154639290e-02,2.061855670103092744e-02,1.546391752577319645e-02,2.061855670103092744e-02,3.092783505154639290e-02,2.577319587628865843e-02,5.154639175257731860e-03,2.061855670103092744e-02,1.030927835051546372e-02,2.061855670103092744e-02,2.577319587628865843e-02,1.546391752577319645e-02,2.061855670103092744e-02,3.092783505154639290e-02,2.061855670103092744e-02,3.608247422680412042e-02,0.000000000000000000e+00,2.577319587628865843e-02,1.030927835051546372e-02,2.061855670103092744e-02,2.577319587628865843e-02,1.546391752577319645e-02,1.030927835051546372e-02,5.154639175257731860e-03,1.546391752577319645e-02,1.030927835051546372e-02,1.030927835051546372e-02,3.092783505154639290e-02,3.608247422680412042e-02,2.061855670103092744e-02,3.092783505154639290e-02,1.030927835051546372e-02,1.546391752577319645e-02,1.546391752577319645e-02,2.577319587628865843e-02,1.030927835051546372e-02,2.061855670103092744e-02,2.577319587628865843e-02,2.061855670103092744e-02,1.546391752577319645e-02,2.577319587628865843e-02,3.092783505154639290e-02,3.092783505154639290e-02,2.061855670103092744e-02,1.035051546391752630e+01,6.466671012873176139e+00,6.540000000000000568e+01,3.438371707654656717e+01,5.100000000000000000e+01,6.632932338478187972e-01,1.135682600757621064e+00,9.319884992618465702e-01,7.800405415080884364e-01,1.118728881528555208e+00,1.496326019951790709e+00,1.642354381312401967e+00,1.473966013273572573e+00,6.574167404727184749e-01,1.787653002639522759e+00,1.179123423873848164e+00,6.929743369758132321e-01,1.210000632225673334e+00,1.605712518539112565e+00,1.456100968248415173e+00,7.444832711715605456e-01,5.857783778666183494e-01,4.431522043981677150e-01,1.727721257567959467e+00,7.907269676289407911e-01,9.292216172972607158e-01,1.599562829058522206e+00,1.218770810231518231e+00,4.410818301206766989e-01,5.836210425343657526e-01,4.501670685203986721e-01
2.443280977312390842e-02,3.141361256544502462e-02,1.919720767888307214e-02,2.443280977312390842e-02,2.617801047120418834e-02,2.443280977312390842e-02,4.188481675392670411e-02,2.268760907504362850e-02,1.919720767888307214e-02,2.094240837696335206e-02,1.745200698080279222e-02,1.745200698080279222e-02,1.919720767888307214e-02,1.745200698080279222e-02,2.094240837696335206e-02,1.047120418848167603e-02,1.396160558464223413e-02,1.396160558464223413e-02,2.094240837696335206e-02,2.617801047120418834e-02,2.792321116928446825e-02,2.617801047120418834e-02,2.792321116928446825e-02,1.919720767888307214e-02,1.570680628272251231e-02,2.966841186736474817e-02,6.980802792321117063e-03,6.980802792321117063e-03,1.570680628272251231e-02,1.919720767888307214e-02,1.570680628272251231e-02,1.396160558464223413e-02,1.919720767888307214e-02,2.094240837696335206e-02,1.047120418848167603e-02,2.268760907504362850e-02,1.745200698080279222e-02,1.745200698080279222e-02,2.094240837696335206e-02,1.047120418848167603e-02,2.443280977312390842e-02,2.094240837696335206e-02,2.617801047120418834e-02,2.268760907504362850e-02,1.570680628272251231e-02,2.966841186736474817e-02,2.792321116928446825e-02,3.490401396160558445e-02,1.007678883071553244e+01,6.424550040374897186e+00,6.478571428571429180e+01,3.293105041799689303e+01,5.800000000000000000e+01,3.861120556630452949e-01,6.314299472256637014e-01,9.612472235946598609e-01,5.792543621709760338e-01,6.676793954654627328e-01,9.751988061854230949e-01,1.257815975727228475e+00,1.466070226233122442e+00,3.748459556757222089e-02,7.420576977754933523e-01,3.549962830268855729e-01,3.604476867785115779e-01,1.585683767990781368e+00,1.841271322135227262e-01,4.318156326761146691e-01,9.404198757917616724e-01,7.665323861392343563e-01,3.821206091578595032e-01,5.831761528066718991e-01,1.506919996368409675e+00,1.328861647017745895e+00,5.479477299319117645e-01,4.940275930311601726e-01,1.328358797608743425e+00,1.564271484840575654e+00,1.584417752196762841e-01
